folder,cond,frame_1,frame_2,success,accuracy,recall,precision,diff_threshold
rice_R_4,0,frame_00000.png,frame_00001.png,0,0.856684,0.905802,0.750395,2
rice_R_4,0,frame_00001.png,frame_00002.png,0,0.776488,0.665144,0.702299,2
rice_R_4,0,frame_00002.png,frame_00003.png,0,0.644229,0.139464,0.534919,2
rice_R_4,0,frame_00003.png,frame_00004.png,0,0.794060,0.643957,0.752085,2
rice_R_4,0,frame_00004.png,frame_00005.png,0,0.847744,0.894596,0.739726,2
rice_R_4,0,frame_00005.png,frame_00006.png,0,0.816136,0.761336,0.739113,2
rice_R_4,0,frame_00006.png,frame_00007.png,0,0.664373,0.222489,0.599409,2
rice_R_4,0,frame_00007.png,frame_00008.png,0,0.757335,0.533903,0.723966,2
rice_R_4,0,frame_00008.png,frame_00009.png,0,0.846073,0.867991,0.747777,2
rice_R_4,0,frame_00009.png,frame_00010.png,0,0.531169,0.024779,0.072169,2
rice_R_4,0,frame_00010.png,frame_00011.png,0,0.700122,0.468521,0.612774,2
rice_R_4,0,frame_00011.png,frame_00012.png,0,0.709430,0.404255,0.662311,2
rice_R_4,0,frame_00012.png,frame_00013.png,0,0.832112,0.828306,0.739613,2
rice_R_4,0,frame_00013.png,frame_00014.png,0,0.842463,0.893108,0.731482,2
rice_R_4,0,frame_00014.png,frame_00015.png,0,0.727384,0.491673,0.668340,2
rice_R_4,0,frame_00015.png,frame_00016.png,0,0.657234,0.211789,0.573208,2
rice_R_4,0,frame_00016.png,frame_00017.png,0,0.822958,0.754166,0.756511,2
rice_R_4,0,frame_00017.png,frame_00018.png,0,0.847180,0.908265,0.733505,2
rice_R_4,0,frame_00018.png,frame_00019.png,0,0.788963,0.643378,0.740250,2
rice_R_4,0,frame_00019.png,frame_00020.png,0,0.643062,0.149855,0.526319,2
rice_R_4,0,frame_00096.png,frame_00097.png,0,0.833185,0.821860,0.744393,2
rice_R_4,0,frame_00097.png,frame_00098.png,0,0.843250,0.884813,0.735998,2
rice_R_4,0,frame_00098.png,frame_00099.png,0,0.726896,0.492992,0.666523,2
rice_R_4,0,frame_00099.png,frame_00100.png,0,0.654370,0.180670,0.573289,2
rice_R_4,0,frame_00100.png,frame_00101.png,0,0.820395,0.774194,0.741544,2
rice_R_4,0,frame_00101.png,frame_00102.png,0,0.848459,0.898304,0.739465,2
rice_R_4,0,frame_00102.png,frame_00103.png,0,0.779869,0.627936,0.727325,2
rice_R_4,0,frame_00103.png,frame_00104.png,0,0.639802,0.139131,0.511004,2
rice_R_4,0,frame_00104.png,frame_00105.png,0,0.799119,0.666255,0.751247,2
rice_R_4,0,frame_00105.png,frame_00106.png,0,0.840232,0.899052,0.725626,2
rice_R_4,0,frame_00106.png,frame_00107.png,0,0.794755,0.776222,0.693773,2
rice_R_4,0,frame_00107.png,frame_00108.png,0,0.654531,0.245569,0.552461,2
rice_R_4,0,frame_00108.png,frame_00109.png,0,0.766996,0.541194,0.746074,2
rice_R_4,0,frame_00109.png,frame_00110.png,0,0.851037,0.867527,0.756914,2
rice_R_4,0,frame_00110.png,frame_00111.png,0,0.836341,0.850961,0.737684,2
rice_R_4,0,frame_00111.png,frame_00112.png,0,0.698225,0.347815,0.658227,2
