participant_id,participant_name,trial_index,is_practice,image,channel,intensity,rating,rt_ms,t_isi,t_stim,t_response,aborted
P06,nil,0,1,rice,G,8,4,3216,33017.390517,33018.341637,33024.559488,0
P06,nil,1,0,nagaoka_fireworks,B,10,2,11149,33029.942886,33030.909528,33045.059167,0
P06,nil,2,0,rice,R,8,2,4315,33045.120107,33046.076685,33053.392390,0
P06,nil,3,0,rice,R,12,3,4217,33053.454134,33054.410132,33061.626423,0
P06,nil,4,0,hocho,R,8,2,1415,33061.688987,33062.645477,33067.059667,0
P06,nil,5,0,ex,B,12,3,1284,33067.122743,33068.076901,33072.360290,0
P06,nil,6,0,nagaoka_fireworks,G,10,3,750,33072.410271,33073.376753,33077.126942,0
P06,nil,7,0,rice,G,8,3,1000,33077.144400,33078.143381,33082.143668,0
P06,nil,8,0,hocho,B,10,1,634,33082.205699,33083.160191,33086.794067,0
P06,nil,9,0,hocho,R,10,2,467,33086.857830,33087.810318,33091.277420,0
P06,nil,10,0,rice,G,4,2,631,33091.339424,33092.293638,33095.927141,0
P06,nil,11,0,hocho,R,16,4,3200,33095.990242,33096.943587,33103.143865,0
P06,nil,12,0,nagaoka_fireworks,G,16,4,800,33103.193402,33104.160339,33107.960582,0
P06,nil,13,0,nagaoka_fireworks,R,8,1,2316,33108.010918,33108.977067,33114.293237,0
P06,nil,14,0,rice,B,16,2,2434,33114.354089,33115.310599,33120.744433,0
P06,nil,15,0,rice,B,8,1,650,33120.807195,33121.760658,33125.410716,0
P06,nil,16,0,hocho,R,12,3,584,33125.474104,33126.427311,33130.011034,0
P06,nil,17,0,rice,G,16,4,500,33130.073480,33131.027360,33134.527676,0
P06,nil,18,0,ex,G,4,1,600,33134.592417,33135.544165,33139.144444,0
P06,nil,19,0,nagaoka_fireworks,R,16,3,533,33139.195374,33140.161007,33143.694671,0
P06,nil,20,0,rice,B,12,2,500,33143.757652,33144.710878,33148.211153,0
P06,nil,21,0,ex,R,8,1,484,33148.274913,33149.226847,33152.711464,0
P06,nil,22,0,hocho,B,8,1,650,33152.774864,33153.727847,33157.378015,0
P06,nil,23,0,nagaoka_fireworks,G,12,3,1333,33157.427413,33158.395887,33162.728525,0
P06,nil,24,0,hocho,R,4,1,750,33162.791632,33163.744572,33167.494097,0
P06,nil,25,0,rice,R,4,1,817,33167.555825,33168.512343,33172.328433,0
P06,nil,26,0,ex,B,8,2,3385,33172.391565,33173.344740,33179.729810,0
P06,nil,27,0,nagaoka_fireworks,R,4,1,500,33179.780486,33180.744789,33184.245359,0
P06,nil,28,0,ex,R,4,1,500,33184.309383,33185.260392,33188.761739,0
P06,nil,29,0,ex,B,4,1,667,33188.826873,33189.778151,33193.445516,0
P06,nil,30,0,rice,G,12,3,4117,33193.507910,33194.461643,33201.578820,0
P06,nil,31,0,ex,R,12,3,600,33201.641822,33202.595025,33206.195325,0
P06,nil,32,0,ex,G,12,4,468,33206.258999,33207.211984,33210.680115,0
P06,nil,33,0,rice,G,10,4,500,33210.742418,33211.695048,33215.195461,0
P06,nil,34,0,ex,B,10,2,417,33215.258063,33216.211835,33219.628743,0
P06,nil,35,0,hocho,B,4,1,650,33219.688762,33220.644211,33224.295571,0
P06,nil,36,0,nagaoka_fireworks,B,16,3,1550,33224.343665,33225.311985,33229.862193,0
P06,nil,37,0,hocho,B,16,1,617,33229.923093,33230.878811,33234.495580,0
P06,nil,38,0,nagaoka_fireworks,G,4,1,6018,33234.545153,33235.512305,33244.529810,0
P06,nil,39,0,hocho,G,4,1,2333,33244.592096,33245.544689,33250.878531,0
P06,nil,40,0,ex,B,16,3,3784,33250.943343,33251.895768,33258.679383,0
P06,nil,41,0,rice,R,16,4,400,33258.741318,33259.695701,33263.096256,0
P06,nil,42,0,ex,G,10,4,667,33263.158288,33264.112474,33267.779571,0
P06,nil,43,0,nagaoka_fireworks,B,8,3,1434,33267.827473,33268.795848,33273.229909,0
P06,nil,44,0,rice,B,10,3,1417,33273.290011,33274.245454,33278.663249,0
P06,nil,45,0,hocho,G,8,3,1318,33278.726305,33279.679517,33283.997379,0
P06,nil,46,0,ex,R,10,3,3199,33284.058619,33285.012887,33291.212289,0
P06,nil,47,0,nagaoka_fireworks,B,4,1,1185,33291.259245,33292.229634,33296.414275,0
P06,nil,48,0,ex,G,8,2,434,33296.480413,33297.429667,33300.863116,0
P06,nil,49,0,nagaoka_fireworks,R,10,3,683,33300.910790,33301.879611,33305.563172,0
P06,nil,50,0,rice,R,10,3,783,33305.622945,33306.578822,33310.363249,0
P06,nil,51,0,hocho,B,12,1,467,33310.424674,33311.379798,33314.846866,0
P06,nil,52,0,nagaoka_fireworks,G,8,2,2900,33314.895264,33315.863302,33321.763507,0
P06,nil,53,0,nagaoka_fireworks,B,12,2,450,33321.813655,33322.779868,33326.230240,0
P06,nil,54,0,hocho,G,10,2,500,33326.293411,33327.246632,33330.747018,0
P06,nil,55,0,ex,R,16,3,434,33330.809470,33331.763398,33335.197094,0
P06,nil,56,0,ex,G,16,4,367,33335.260575,33336.213432,33339.580399,0
P06,nil,57,0,hocho,G,12,3,367,33339.640232,33340.596884,33343.964059,0
P06,nil,58,0,rice,B,4,1,534,33344.025855,33344.980157,33348.513910,0
P06,nil,59,0,hocho,G,16,4,484,33348.574468,33349.530307,33353.013923,0
P06,nil,60,0,nagaoka_fireworks,R,12,3,867,33353.061057,33354.029305,33357.897320,0
