folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f225_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000029,0.007926,0.636327,0.006793,,fourier,,,22.500000,4
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f225_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000888,0.012083,0.611631,0.050156,,fourier,,,22.500000,8
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f225_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.005702,0.017753,0.525368,0.207955,,fourier,,,22.500000,12
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f112_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000019,1.000000,0.637638,0.004910,,fourier,,,11.250000,4
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f112_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000121,0.694444,0.637655,0.004949,,fourier,,,11.250000,8
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f112_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000710,0.456522,0.637582,0.005300,,fourier,,,11.250000,12
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f225_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000034,0.001224,0.627646,0.026307,,fourier,,,22.500000,4
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f225_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.998634,0.425303,0.510517,0.698048,,fourier,,,22.500000,8
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f225_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.992550,0.518015,0.662648,0.396817,,fourier,,,22.500000,12
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f112_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000005,0.200000,0.637626,0.005023,,fourier,,,11.250000,4
