folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00002.png,rice_R_4\rgb_max_accum_n3_th12\00000-00002-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.141144,0.896742,0.682888,0.005920,,accum,3,,,12
rice_R_4,frame_00003.png,frame_00005.png,rice_R_4\rgb_max_accum_n3_th12\00003-00005-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.072450,0.887555,0.660559,0.004847,,accum,3,,,12
rice_R_4,frame_00006.png,frame_00008.png,rice_R_4\rgb_max_accum_n3_th12\00006-00008-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.010579,0.544483,0.638257,0.004483,,accum,3,,,12
rice_R_4,frame_00009.png,frame_00011.png,rice_R_4\rgb_max_accum_n3_th12\00009-00011-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.179410,0.723363,0.677781,0.029717,,accum,3,,,12
rice_R_4,frame_00015.png,frame_00017.png,rice_R_4\rgb_max_accum_n3_th12\00015-00017-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.013742,0.600169,0.639293,0.005098,,accum,3,,,12
rice_R_4,frame_00012.png,frame_00014.png,rice_R_4\rgb_max_accum_n3_th12\00012-00014-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.157469,0.924719,0.690048,0.005471,,accum,3,,,12
rice_R_4,frame_00018.png,frame_00020.png,rice_R_4\rgb_max_accum_n3_th12\00018-00020-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.014007,0.611252,0.639479,0.004775,,accum,3,,,12
rice_R_4,frame_00021.png,frame_00023.png,rice_R_4\rgb_max_accum_n3_th12\00021-00023-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.150009,0.905746,0.686333,0.007178,,accum,3,,,12
rice_R_4,frame_00024.png,frame_00026.png,rice_R_4\rgb_max_accum_n3_th12\00024-00026-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.049129,0.824487,0.651644,0.004739,,accum,3,,,12
rice_R_4,frame_00027.png,frame_00029.png,rice_R_4\rgb_max_accum_n3_th12\00027-00029-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.063421,0.837371,0.656149,0.005784,,accum,3,,,12
rice_R_4,frame_00030.png,frame_00032.png,rice_R_4\rgb_max_accum_n3_th12\00030-00032-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.010763,0.450030,0.636765,0.006127,,accum,3,,,12
rice_R_4,frame_00033.png,frame_00035.png,rice_R_4\rgb_max_accum_n3_th12\00033-00035-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.128335,0.873304,0.677389,0.006571,,accum,3,,,12
rice_R_4,frame_00036.png,frame_00038.png,rice_R_4\rgb_max_accum_n3_th12\00036-00038-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.075285,0.867379,0.660741,0.005002,,accum,3,,,12
