folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.388823,0.414205,0.579262,0.257601,,stat,,std,,4
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_stat_std_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.205845,0.398303,0.599541,0.148477,,stat,,std,,8
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_stat_std_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.130758,0.391463,0.611356,0.101592,,stat,,std,,12
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.709479,0.521773,0.659087,0.284099,,stat,,std,,4
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_stat_std_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.380224,0.508452,0.642212,0.164938,,stat,,std,,8
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_stat_std_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.225835,0.485615,0.632783,0.113425,,stat,,std,,12
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.945482,0.591941,0.744062,0.277272,,stat,,std,,4
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_stat_std_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.720149,0.670283,0.770223,0.156736,,stat,,std,,8
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_stat_std_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.620839,0.733632,0.780920,0.104319,,stat,,std,,12
nagaoka_fireworks_R_4,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_4\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.454316,0.414311,0.569532,0.298868,,stat,,std,,4
nagaoka_fireworks_R_4,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_4\rgb_max_stat_std_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.254810,0.419189,0.602030,0.156067,,stat,,std,,8
nagaoka_fireworks_R_4,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_4\rgb_max_stat_std_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.176556,0.421938,0.613958,0.107459,,stat,,std,,12
nagaoka_fireworks_R_8,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_8\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.748632,0.523703,0.662188,0.305953,,stat,,std,,4
nagaoka_fireworks_R_8,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_8\rgb_max_stat_std_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.346695,0.476454,0.625213,0.161167,,stat,,std,,8
nagaoka_fireworks_R_8,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_8\rgb_max_stat_std_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.243309,0.483525,0.631623,0.110143,,stat,,std,,12
nagaoka_fireworks_R_12,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_12\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.966032,0.556567,0.708788,0.320602,,stat,,std,,4
nagaoka_fireworks_R_12,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_12\rgb_max_stat_std_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.756932,0.641094,0.758363,0.168559,,stat,,std,,8
nagaoka_fireworks_R_12,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_12\rgb_max_stat_std_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.520262,0.641908,0.720987,0.115684,,stat,,std,,12
hocho_R_4,frame_00000.png,frame_00116.png,hocho_R_4\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.372228,0.400758,0.570827,0.341239,,stat,,std,,4
hocho_R_4,frame_00000.png,frame_00116.png,hocho_R_4\rgb_max_stat_std_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.081861,0.315588,0.602963,0.128149,,stat,,std,,8
hocho_R_4,frame_00000.png,frame_00116.png,hocho_R_4\rgb_max_stat_std_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.033302,0.288577,0.619949,0.073339,,stat,,std,,12
hocho_R_8,frame_00000.png,frame_00116.png,hocho_R_8\rgb_max_stat_std_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.679654,0.577337,0.703613,0.312714,,stat,,std,,4
