folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f225_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000226,0.010401,0.628940,0.022608,,fourier,,,22.500000,4
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f225_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.006039,0.018666,0.523528,0.217357,,fourier,,,22.500000,8
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f225_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.974905,0.493996,0.628072,0.501720,,fourier,,,22.500000,12
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f112_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000000,0.000000,0.636371,0.007273,,fourier,,,11.250000,4
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f112_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000101,0.037567,0.635778,0.010954,,fourier,,,11.250000,8
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_fourier_f112_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.001064,0.208098,0.635598,0.011840,,fourier,,,11.250000,12
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f225_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000053,0.001337,0.622330,0.037383,,fourier,,,22.500000,4
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f225_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.998854,0.434356,0.526992,0.658877,,fourier,,,22.500000,8
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f225_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.993388,0.526400,0.672883,0.359019,,fourier,,,22.500000,12
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f112_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000000,0.000000,0.636576,0.006805,,fourier,,,11.250000,4
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f112_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000217,0.158451,0.636343,0.009154,,fourier,,,11.250000,8
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_fourier_f112_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.001459,0.384030,0.636362,0.009712,,fourier,,,11.250000,12
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_fourier_f225_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000048,0.000837,0.615809,0.055483,,fourier,,,22.500000,4
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_fourier_f225_th8\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.997525,0.446480,0.549796,0.560825,,fourier,,,22.500000,8
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_fourier_f225_th12\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.989140,0.534375,0.682918,0.283330,,fourier,,,22.500000,12
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_fourier_f112_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000034,1.000000,0.636695,0.003709,,fourier,,,11.250000,4
