folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_stat_var_th1\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.066925,0.460409,0.632501,0.050070,,stat,,var,,1
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_stat_var_th2\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.039437,0.544880,0.639043,0.024785,,stat,,var,,2
rice_R_4,frame_00000.png,frame_00116.png,rice_R_4\rgb_max_stat_var_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.018868,0.534954,0.637578,0.010769,,stat,,var,,4
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_stat_var_th1\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.116182,0.604107,0.651231,0.045482,,stat,,var,,1
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_stat_var_th2\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.066844,0.661993,0.648568,0.023399,,stat,,var,,2
rice_R_8,frame_00000.png,frame_00116.png,rice_R_8\rgb_max_stat_var_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.036619,0.687585,0.643942,0.010820,,stat,,var,,4
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_stat_var_th1\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.419318,0.813451,0.754091,0.051462,,stat,,var,,1
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_stat_var_th2\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.260387,0.850235,0.714622,0.027292,,stat,,var,,2
rice_R_12,frame_00000.png,frame_00116.png,rice_R_12\rgb_max_stat_var_th4\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.143781,0.857660,0.680251,0.013020,,stat,,var,,4
nagaoka_fireworks_R_4,frame_00000.png,frame_00116.png,nagaoka_fireworks_R_4\rgb_max_stat_var_th1\00000-00116-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.094299,0.428037,0.625163,0.055285,,stat,,var,,1
