folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold,task_key
rice_R_4,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.355778,0.455606,0.628741,0.245018,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_4,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.300413,0.449847,0.629556,0.217485,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
rice_R_4,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.291816,0.463351,0.636786,0.196569,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_4,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.345280,0.414483,0.603346,0.247517,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_4,frame_00000.png,frame_00004.png,,,,0,decode失敗,QR未検出,0.351071,0.468175,0.636242,0.244039,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:0
rice_R_4,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.294270,0.503844,0.654372,0.181988,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:6
rice_R_4,frame_00045.png,frame_00049.png,rice_R_4/rgb_max_accum_n5_gray/00045-00049-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.245094,0.518475,0.658877,0.152179,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_4,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.277387,0.491666,0.649548,0.188407,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_4,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.330761,0.449344,0.626921,0.228896,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_4,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.338044,0.382230,0.580490,0.273253,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:2
rice_R_4,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.342539,0.490079,0.647998,0.222712,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_4,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.290304,0.434499,0.622424,0.217864,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_4,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.359175,0.398066,0.588948,0.258210,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_4,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.253031,0.473527,0.642990,0.186041,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_4,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.321070,0.423950,0.612821,0.241953,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:11
rice_R_4,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.315754,0.500084,0.652850,0.186666,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_4,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.263221,0.491785,0.649760,0.181060,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:16
rice_R_4,frame_00090.png,frame_00094.png,,,,0,decode失敗,QR未検出,0.271370,0.403725,0.607878,0.221253,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:18
rice_R_4,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.249272,0.480825,0.645910,0.179444,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:17
rice_R_4,frame_00110.png,frame_00114.png,,,,0,decode失敗,QR未検出,0.271718,0.473621,0.642304,0.187032,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:22
rice_R_4,frame_00105.png,frame_00109.png,,,,0,decode失敗,QR未検出,0.219342,0.445755,0.634279,0.160643,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:21
rice_R_4,frame_00100.png,frame_00104.png,,,,0,decode失敗,QR未検出,0.297188,0.500786,0.653136,0.185490,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:20
rice_R_4,frame_00095.png,frame_00099.png,,,,0,decode失敗,QR未検出,0.304097,0.493365,0.649973,0.203254,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:19
rice_R_4,frame_00115.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.315209,0.435282,0.620271,0.226914,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:23
rice_R_8,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.709137,0.613609,0.743981,0.229233,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_8,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.657708,0.657201,0.762053,0.168992,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:6
rice_R_8,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.758802,0.520823,0.673879,0.298076,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_8,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.712831,0.596901,0.733166,0.221342,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_8,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.696074,0.631418,0.753410,0.204741,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_8,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.705780,0.634005,0.756397,0.186434,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_8,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.694255,0.643424,0.760271,0.188237,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_8,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.753248,0.560383,0.709171,0.272596,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:2
rice_R_8,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.695066,0.655323,0.767206,0.179826,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_8,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.726211,0.606431,0.741313,0.242142,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_8,frame_00000.png,frame_00004.png,,,,0,decode失敗,QR未検出,0.760550,0.591881,0.734794,0.265951,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:0
rice_R_8,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.730152,0.568360,0.713792,0.261071,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
rice_R_8,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.761926,0.565472,0.714069,0.279244,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:11
rice_R_8,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.709248,0.606161,0.739065,0.216993,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_8,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.743013,0.577582,0.722114,0.256831,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_8,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.681590,0.637610,0.754957,0.196773,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_8,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.679207,0.660044,0.767170,0.178321,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:16
rice_R_8,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.756917,0.570193,0.717514,0.264916,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:17
rice_R_8,frame_00110.png,frame_00114.png,,,,0,decode失敗,QR未検出,0.752321,0.566999,0.714541,0.274737,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:22
rice_R_8,frame_00105.png,frame_00109.png,,,,0,decode失敗,QR未検出,0.697853,0.624619,0.749491,0.194469,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:21
rice_R_8,frame_00100.png,frame_00104.png,,,,0,decode失敗,QR未検出,0.769521,0.587258,0.732208,0.261495,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:20
