folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold,task_key
rice_R_4,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.044479,0.466022,0.650561,0.037028,,accum,5,,,8,accum:accum::5:None:8:None:binary:9
rice_R_4,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.052628,0.453354,0.649053,0.043342,,accum,5,,,8,accum:accum::5:None:8:None:binary:6
rice_R_4,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.050648,0.451422,0.649028,0.044336,,accum,5,,,8,accum:accum::5:None:8:None:binary:14
rice_R_4,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.056121,0.424957,0.645931,0.046088,,accum,5,,,8,accum:accum::5:None:8:None:binary:1
rice_R_4,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.058484,0.504193,0.653150,0.041837,,accum,5,,,8,accum:accum::5:None:8:None:binary:5
rice_R_4,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.064592,0.467381,0.649683,0.051054,,accum,5,,,8,accum:accum::5:None:8:None:binary:3
rice_R_4,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.054397,0.405530,0.644014,0.046982,,accum,5,,,8,accum:accum::5:None:8:None:binary:12
rice_R_4,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.049090,0.454783,0.649424,0.040742,,accum,5,,,8,accum:accum::5:None:8:None:binary:4
rice_R_4,frame_00000.png,frame_00004.png,,,,0,decode失敗,QR未検出,0.048692,0.425939,0.646934,0.041622,,accum,5,,,8,accum:accum::5:None:8:None:binary:0
rice_R_4,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.044444,0.425627,0.647420,0.041992,,accum,5,,,8,accum:accum::5:None:8:None:binary:8
rice_R_4,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.056327,0.437011,0.647175,0.046166,,accum,5,,,8,accum:accum::5:None:8:None:binary:15
rice_R_4,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.052789,0.449359,0.648682,0.047586,,accum,5,,,8,accum:accum::5:None:8:None:binary:7
rice_R_4,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.070619,0.385025,0.638170,0.067951,,accum,5,,,8,accum:accum::5:None:8:None:binary:10
rice_R_4,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.184861,0.429803,0.631848,0.142524,,accum,5,,,8,accum:accum::5:None:8:None:binary:11
rice_R_4,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.080991,0.383135,0.635659,0.077166,,accum,5,,,8,accum:accum::5:None:8:None:binary:13
rice_R_4,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.051701,0.344470,0.636604,0.058319,,accum,5,,,8,accum:accum::5:None:8:None:binary:2
rice_R_4,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.051409,0.481315,0.651427,0.039913,,accum,5,,,8,accum:accum::5:None:8:None:binary:17
rice_R_4,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.036436,0.423129,0.648216,0.034322,,accum,5,,,8,accum:accum::5:None:8:None:binary:16
rice_R_4,frame_00095.png,frame_00099.png,rice_R_4/rgb_max_accum_n5_th8/00095-00099-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.058655,0.506903,0.653367,0.041006,,accum,5,,,8,accum:accum::5:None:8:None:binary:19
rice_R_4,frame_00105.png,frame_00109.png,,,,0,decode失敗,QR未検出,0.057758,0.445693,0.647926,0.044409,,accum,5,,,8,accum:accum::5:None:8:None:binary:21
