finished_at,video,status,elapsed_sec,note,phone_copied_total
2026-07-24 22:08:06,r45_e60_f0.mp4,OK,56950.1,,0
2026-07-25 13:36:53,r45_e60_f1.mp4,OK,55714.1,,0
2026-07-26 05:44:44,r45_e250_f0.mp4,OK,58057.8,,0
2026-07-26 21:28:58,r45_e250_f1.mp4,OK,56637.1,,0
2026-07-27 16:13:42,r60_e60_f1.mp4,OK,67462.8,,0
