folder,pass,adopted,decode_success,decode_note,decode_variant,diff_mode,repr_mode,window_n,stat_kind,fft_target_hz,diff_threshold,phase_steps,n_maps,pixel_acc_all,pixel_acc_ok,pixel_acc_best,best_pair_frame_1,best_pair_frame_2,video,display_rate,exposure,fluorescent,camera_fps,rate_hz,exposure_denom,fluorescent_flag,cond,image,channel,token,intensity,decode_decoded_text,decode_method,decode_frame_1,decode_frame_2,note,analysis_frames,extract_sec
rice_R_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.607071,,0.631873,frame_00055.png,frame_00059.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,0,rice,R,R,4,,,frame_00110.png,frame_00114.png,,117,1.988955
rice_R_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.651215,,0.674040,frame_00075.png,frame_00079.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,1,rice,R,R,8,,,frame_00110.png,frame_00114.png,,117,1.988955
rice_R_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.825394,,0.856628,frame_00045.png,frame_00049.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,2,rice,R,R,12,,,frame_00080.png,frame_00084.png,,117,1.988955
nagaoka_fireworks_R_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.612569,,0.633202,frame_00090.png,frame_00094.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,3,nagaoka_fireworks,R,R,4,,,frame_00090.png,frame_00094.png,,117,1.988955
nagaoka_fireworks_R_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.637880,,0.664866,frame_00100.png,frame_00104.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,4,nagaoka_fireworks,R,R,8,,,frame_00090.png,frame_00094.png,,117,1.988955
nagaoka_fireworks_R_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.773409,,0.796181,frame_00020.png,frame_00024.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,5,nagaoka_fireworks,R,R,12,,,frame_00080.png,frame_00084.png,,117,1.988955
hocho_R_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.613315,,0.637694,frame_00095.png,frame_00099.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,6,hocho,R,R,4,,,frame_00105.png,frame_00109.png,,117,1.988955
hocho_R_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.628493,,0.636467,frame_00110.png,frame_00114.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,7,hocho,R,R,8,,,frame_00110.png,frame_00114.png,,117,1.988955
hocho_R_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.744754,,0.764545,frame_00015.png,frame_00019.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,8,hocho,R,R,12,,,frame_00095.png,frame_00099.png,,117,1.988955
ex_R_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.597157,,0.625544,frame_00000.png,frame_00004.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,9,ex,R,R,4,,,frame_00090.png,frame_00094.png,,117,1.988955
ex_R_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.638398,,0.655213,frame_00020.png,frame_00024.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,10,ex,R,R,8,,,frame_00100.png,frame_00104.png,,117,1.988955
ex_R_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.793907,,0.822807,frame_00080.png,frame_00084.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,11,ex,R,R,12,,,frame_00105.png,frame_00109.png,,117,1.988955
rice_G_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.626579,,0.643865,frame_00045.png,frame_00049.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,12,rice,G,G,4,,,frame_00100.png,frame_00104.png,,117,1.988955
rice_G_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.659400,,0.689969,frame_00050.png,frame_00054.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,13,rice,G,G,8,,,frame_00100.png,frame_00104.png,,117,1.988955
rice_G_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.828203,,0.865440,frame_00090.png,frame_00094.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,14,rice,G,G,12,,,frame_00080.png,frame_00084.png,,117,1.988955
nagaoka_fireworks_G_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.621161,,0.634448,frame_00110.png,frame_00114.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,15,nagaoka_fireworks,G,G,4,,,frame_00105.png,frame_00109.png,,117,1.988955
nagaoka_fireworks_G_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.648869,,0.674556,frame_00010.png,frame_00014.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,16,nagaoka_fireworks,G,G,8,,,frame_00110.png,frame_00114.png,,117,1.988955
nagaoka_fireworks_G_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.766729,,0.777911,frame_00100.png,frame_00104.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,17,nagaoka_fireworks,G,G,12,,,frame_00100.png,frame_00104.png,,117,1.988955
hocho_G_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.616895,,0.637433,frame_00005.png,frame_00009.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,18,hocho,G,G,4,,,frame_00105.png,frame_00109.png,,117,1.988955
hocho_G_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.622033,,0.642850,frame_00040.png,frame_00044.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,19,hocho,G,G,8,,,frame_00095.png,frame_00099.png,,117,1.988955
hocho_G_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.726943,,0.754197,frame_00070.png,frame_00074.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,20,hocho,G,G,12,,,frame_00095.png,frame_00099.png,,117,1.988955
ex_G_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.601383,,0.627460,frame_00110.png,frame_00114.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,21,ex,G,G,4,,,frame_00105.png,frame_00109.png,,117,1.988955
ex_G_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.634172,,0.661846,frame_00100.png,frame_00104.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,22,ex,G,G,8,,,frame_00100.png,frame_00104.png,,117,1.988955
ex_G_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.796108,,0.822562,frame_00020.png,frame_00024.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,23,ex,G,G,12,,,frame_00095.png,frame_00099.png,,117,1.988955
rice_B_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.610084,,0.635320,frame_00070.png,frame_00074.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,24,rice,B,B,4,,,frame_00095.png,frame_00099.png,,117,1.988955
rice_B_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.631744,,0.658949,frame_00060.png,frame_00064.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,25,rice,B,B,8,,,frame_00100.png,frame_00104.png,,117,1.988955
rice_B_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.809147,,0.832263,frame_00065.png,frame_00069.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,26,rice,B,B,12,,,frame_00090.png,frame_00094.png,,117,1.988955
nagaoka_fireworks_B_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.614790,,0.639381,frame_00100.png,frame_00104.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,27,nagaoka_fireworks,B,B,4,,,frame_00050.png,frame_00054.png,,117,1.988955
nagaoka_fireworks_B_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.655268,,0.689717,frame_00105.png,frame_00109.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,28,nagaoka_fireworks,B,B,8,,,frame_00085.png,frame_00089.png,,117,1.988955
nagaoka_fireworks_B_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.785847,,0.810672,frame_00025.png,frame_00029.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,29,nagaoka_fireworks,B,B,12,,,frame_00100.png,frame_00104.png,,117,1.988955
hocho_B_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.623515,,0.637883,frame_00030.png,frame_00034.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,30,hocho,B,B,4,,,frame_00110.png,frame_00114.png,,117,1.988955
hocho_B_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.617485,,0.641309,frame_00075.png,frame_00079.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,31,hocho,B,B,8,,,frame_00080.png,frame_00084.png,,117,1.988955
hocho_B_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.722024,,0.737773,frame_00095.png,frame_00099.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,32,hocho,B,B,12,,,frame_00110.png,frame_00114.png,,117,1.988955
ex_B_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.601370,,0.625884,frame_00060.png,frame_00064.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,33,ex,B,B,4,,,frame_00095.png,frame_00099.png,,117,1.988955
ex_B_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.648952,,0.680634,frame_00020.png,frame_00024.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,34,ex,B,B,8,,,frame_00085.png,frame_00089.png,,117,1.988955
ex_B_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.820483,,0.843698,frame_00075.png,frame_00079.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,35,ex,B,B,12,,,frame_00080.png,frame_00084.png,,117,1.988955
rice_I_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.608239,,0.626877,frame_00025.png,frame_00029.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,36,rice,min,I,4,,,frame_00100.png,frame_00104.png,,117,1.988955
rice_I_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.612540,,0.634767,frame_00085.png,frame_00089.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,37,rice,min,I,8,,,frame_00110.png,frame_00114.png,,117,1.988955
rice_I_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.803137,,0.832243,frame_00000.png,frame_00004.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,38,rice,min,I,12,,,frame_00100.png,frame_00104.png,,117,1.988955
nagaoka_fireworks_I_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.622594,,0.646047,frame_00070.png,frame_00074.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,39,nagaoka_fireworks,min,I,4,,,frame_00095.png,frame_00099.png,,117,1.988955
nagaoka_fireworks_I_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.650807,,0.672710,frame_00105.png,frame_00109.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,40,nagaoka_fireworks,min,I,8,,,frame_00080.png,frame_00084.png,,117,1.988955
nagaoka_fireworks_I_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.740270,,0.763730,frame_00095.png,frame_00099.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,41,nagaoka_fireworks,min,I,12,,,frame_00100.png,frame_00104.png,,117,1.988955
hocho_I_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.606955,,0.629113,frame_00090.png,frame_00094.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,42,hocho,min,I,4,,,frame_00105.png,frame_00109.png,,117,1.988955
hocho_I_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.613553,,0.634574,frame_00090.png,frame_00094.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,43,hocho,min,I,8,,,frame_00110.png,frame_00114.png,,117,1.988955
hocho_I_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.709866,,0.727504,frame_00035.png,frame_00039.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,44,hocho,min,I,12,,,frame_00100.png,frame_00104.png,,117,1.988955
ex_I_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.623439,,0.642990,frame_00045.png,frame_00049.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,45,ex,min,I,4,,,frame_00080.png,frame_00084.png,,117,1.988955
ex_I_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.680934,,0.700446,frame_00000.png,frame_00004.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,46,ex,min,I,8,,,frame_00110.png,frame_00114.png,,117,1.988955
ex_I_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.788432,,0.818953,frame_00000.png,frame_00004.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,47,ex,min,I,12,,,frame_00095.png,frame_00099.png,,117,1.988955
rice_X_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.642731,,0.661181,frame_00105.png,frame_00109.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,48,rice,max,X,4,,,frame_00080.png,frame_00084.png,,117,1.988955
rice_X_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.703025,,0.725578,frame_00045.png,frame_00049.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,49,rice,max,X,8,,,frame_00110.png,frame_00114.png,,117,1.988955
rice_X_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.820492,,0.858469,frame_00010.png,frame_00014.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,50,rice,max,X,12,,,frame_00095.png,frame_00099.png,,117,1.988955
nagaoka_fireworks_X_4,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.616797,,0.638133,frame_00060.png,frame_00064.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,51,nagaoka_fireworks,max,X,4,,,frame_00105.png,frame_00109.png,,117,1.988955
nagaoka_fireworks_X_8,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.637766,,0.657000,frame_00100.png,frame_00104.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,52,nagaoka_fireworks,max,X,8,,,frame_00105.png,frame_00109.png,,117,1.988955
nagaoka_fireworks_X_12,accum_num,1,0,QR未検出,,accum,gray,5,,,0,,23,0.761903,,0.782334,frame_00105.png,frame_00109.png,r180_e60_f0.mp4,180 Hz,1/60,蛍光灯なし,58.825 fps,180,60,0,53,nagaoka_fireworks,max,X,12,,,frame_00105.png,frame_00109.png,,117,1.988955
