folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold,task_key
rice_R_4,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.260911,0.404224,0.605318,0.262688,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_4,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.279725,0.393597,0.595623,0.276238,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_4,frame_00000.png,frame_00004.png,,,,0,decode失敗,QR未検出,0.238924,0.403410,0.608558,0.225530,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:0
rice_R_4,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.237903,0.412368,0.613230,0.231859,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_4,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.264986,0.403466,0.604207,0.258383,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:11
rice_R_4,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.235283,0.406132,0.610544,0.227540,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_4,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.257425,0.391540,0.598652,0.263988,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
rice_R_4,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.260423,0.392957,0.598911,0.257238,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_4,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.246770,0.382619,0.595564,0.261075,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:2
rice_R_4,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.216917,0.388740,0.605132,0.223328,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_4,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.250212,0.388280,0.598171,0.248971,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_4,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.281399,0.389678,0.592780,0.262624,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_4,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.278540,0.404948,0.602816,0.251412,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_4,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.254451,0.395632,0.601591,0.263582,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_4,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.241739,0.405001,0.608912,0.230342,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:6
rice_R_4,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.220922,0.402653,0.611225,0.219603,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_4,frame_00090.png,frame_00094.png,,,,0,decode失敗,QR未検出,0.278480,0.361325,0.573663,0.288429,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:18
rice_R_4,frame_00095.png,frame_00099.png,,,,0,decode失敗,QR未検出,0.214327,0.392407,0.607463,0.219721,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:19
rice_R_4,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.235821,0.412279,0.613498,0.225821,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:17
rice_R_4,frame_00105.png,frame_00109.png,,,,0,decode失敗,QR未検出,0.227398,0.419729,0.618196,0.209915,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:21
rice_R_4,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.242371,0.411142,0.611947,0.237633,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:16
rice_R_4,frame_00100.png,frame_00104.png,,,,0,decode失敗,QR未検出,0.247587,0.407043,0.609026,0.238453,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:20
rice_R_4,frame_00115.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.282311,0.397268,0.597460,0.271539,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:23
rice_R_4,frame_00110.png,frame_00114.png,rice_R_4/rgb_max_accum_n5_gray/00110-00114-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.572148,0.515993,0.661204,0.267632,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:22
rice_R_8,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.256598,0.406841,0.607470,0.253811,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_8,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.230805,0.406640,0.611521,0.228143,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:11
rice_R_8,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.244717,0.396798,0.604034,0.245951,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:2
rice_R_8,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.256677,0.390715,0.598311,0.257090,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
rice_R_8,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.262406,0.375166,0.587408,0.252039,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_8,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.201032,0.391255,0.609494,0.221207,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_8,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.249868,0.402510,0.606231,0.236375,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_8,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.253435,0.392777,0.600144,0.263909,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_8,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.224294,0.393884,0.606296,0.225539,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_8,frame_00000.png,frame_00004.png,,,,0,decode失敗,QR未検出,0.242695,0.393465,0.602583,0.240498,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:0
rice_R_8,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.231213,0.366994,0.589879,0.248899,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_8,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.269673,0.403449,0.603409,0.260636,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:6
rice_R_8,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.253325,0.354076,0.575404,0.265945,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_8,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.223492,0.382377,0.600450,0.234957,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_8,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.267775,0.370153,0.582758,0.278305,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_8,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.213864,0.372578,0.597364,0.237017,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_8,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.231323,0.393517,0.604774,0.237049,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:16
rice_R_8,frame_00100.png,frame_00104.png,,,,0,decode失敗,QR未検出,0.253808,0.371459,0.587046,0.269705,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:20
rice_R_8,frame_00090.png,frame_00094.png,,,,0,decode失敗,QR未検出,0.243856,0.344559,0.571464,0.274602,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:18
rice_R_8,frame_00105.png,frame_00109.png,rice_R_8/rgb_max_accum_n5_gray/00105-00109-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.208892,0.415134,0.618747,0.206356,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:21
rice_R_8,frame_00095.png,frame_00099.png,,,,0,decode失敗,QR未検出,0.221754,0.386773,0.603141,0.230619,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:19
rice_R_8,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.235592,0.393756,0.604090,0.245110,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:17
rice_R_8,frame_00115.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.301972,0.406810,0.600151,0.285939,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:23
rice_R_8,frame_00110.png,frame_00114.png,,,,0,decode失敗,QR未検出,0.281987,0.392888,0.594739,0.252974,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:22
rice_R_12,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.277843,0.404940,0.602926,0.235271,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_12,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.264543,0.406861,0.606203,0.223560,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_12,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.301429,0.409245,0.601787,0.252457,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_12,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.271586,0.402154,0.602326,0.226500,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_12,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.315326,0.432853,0.614383,0.242730,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_12,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.266331,0.430353,0.618467,0.218193,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_12,frame_00035.png,frame_00039.png,rice_R_12/rgb_max_accum_n5_gray/00035-00039-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.247472,0.438382,0.624311,0.194808,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_12,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.368889,0.409690,0.591622,0.280443,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_12,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.306365,0.387300,0.586119,0.279176,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_12,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.295885,0.413206,0.605085,0.245787,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_12,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.302181,0.425993,0.611867,0.240157,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_12,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.300009,0.404253,0.598828,0.254568,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
