folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.135014,0.446730,0.626342,0.087472,,stat,,var,,1
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.083742,0.490280,0.636796,0.052553,,stat,,var,,2
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.050107,0.547997,0.641176,0.028052,,stat,,var,,4
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.216586,0.579807,0.659582,0.084251,,stat,,var,,1
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.130166,0.611846,0.655226,0.050742,,stat,,var,,2
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.082568,0.659524,0.652458,0.027893,,stat,,var,,4
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.681286,0.787385,0.818029,0.086463,,stat,,var,,1
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.436391,0.821353,0.761613,0.051425,,stat,,var,,2
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.271188,0.848027,0.718576,0.028543,,stat,,var,,4
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.172371,0.446916,0.623175,0.087594,,stat,,var,,1
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.124260,0.464648,0.631154,0.055307,,stat,,var,,2
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.086333,0.477555,0.635061,0.034300,,stat,,var,,4
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.252111,0.506378,0.640297,0.094819,,stat,,var,,1
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.183338,0.527874,0.645007,0.059326,,stat,,var,,2
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.134154,0.554377,0.647525,0.036986,,stat,,var,,4
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.588104,0.685145,0.753058,0.097902,,stat,,var,,1
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.416681,0.697836,0.723524,0.061633,,stat,,var,,2
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.304553,0.719780,0.705326,0.039007,,stat,,var,,4
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.035491,0.284657,0.618559,0.087963,,stat,,var,,1
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.024896,0.344410,0.629855,0.057772,,stat,,var,,2
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.018898,0.412230,0.635085,0.035320,,stat,,var,,4
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.037492,0.309019,0.621222,0.085642,,stat,,var,,1
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.024853,0.352023,0.630434,0.056007,,stat,,var,,2
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.018478,0.415860,0.635292,0.034173,,stat,,var,,4
hocho_R_12,frame_00000.png,frame_00119.png,hocho_R_12\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.475019,0.846286,0.778723,0.084225,,stat,,var,,1
hocho_R_12,frame_00000.png,frame_00119.png,hocho_R_12\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.117783,0.724513,0.664424,0.054004,,stat,,var,,2
hocho_R_12,frame_00000.png,frame_00119.png,hocho_R_12\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.024080,0.482145,0.637353,0.032859,,stat,,var,,4
ex_R_4,frame_00000.png,frame_00119.png,ex_R_4\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.167243,0.462686,0.628233,0.110387,,stat,,var,,1
ex_R_4,frame_00000.png,frame_00119.png,ex_R_4\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.077584,0.448367,0.631530,0.066202,,stat,,var,,2
ex_R_4,frame_00000.png,frame_00119.png,ex_R_4\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.037980,0.430175,0.633535,0.039021,,stat,,var,,4
ex_R_8,frame_00000.png,frame_00119.png,ex_R_8\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.365670,0.671203,0.705527,0.092232,,stat,,var,,1
ex_R_8,frame_00000.png,frame_00119.png,ex_R_8\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.170278,0.656492,0.667386,0.054615,,stat,,var,,2
ex_R_8,frame_00000.png,frame_00119.png,ex_R_8\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.069987,0.610327,0.647158,0.031694,,stat,,var,,4
ex_R_12,frame_00000.png,frame_00119.png,ex_R_12\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.858930,0.799336,0.870876,0.096862,,stat,,var,,1
ex_R_12,frame_00000.png,frame_00119.png,ex_R_12\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.614610,0.850962,0.821521,0.057013,,stat,,var,,2
ex_R_12,frame_00000.png,frame_00119.png,ex_R_12\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.250530,0.823468,0.709248,0.032750,,stat,,var,,4
rice_G_4,frame_00000.png,frame_00119.png,rice_G_4\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.165358,0.470948,0.630613,0.095794,,stat,,var,,1
rice_G_4,frame_00000.png,frame_00119.png,rice_G_4\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.104844,0.534799,0.642938,0.054942,,stat,,var,,2
rice_G_4,frame_00000.png,frame_00119.png,rice_G_4\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.064017,0.596165,0.645475,0.027520,,stat,,var,,4
rice_G_8,frame_00000.png,frame_00119.png,rice_G_8\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.290169,0.612996,0.676724,0.092688,,stat,,var,,1
rice_G_8,frame_00000.png,frame_00119.png,rice_G_8\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.195493,0.670841,0.674043,0.054818,,stat,,var,,2
rice_G_8,frame_00000.png,frame_00119.png,rice_G_8\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.138310,0.740235,0.670497,0.028353,,stat,,var,,4
rice_G_12,frame_00000.png,frame_00119.png,rice_G_12\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.855725,0.797613,0.869170,0.094858,,stat,,var,,1
rice_G_12,frame_00000.png,frame_00119.png,rice_G_12\rgb_max_stat_var_th2\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.697772,0.853894,0.847373,0.057648,,stat,,var,,2
rice_G_12,frame_00000.png,frame_00119.png,rice_G_12\rgb_max_stat_var_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.511042,0.889514,0.800018,0.032159,,stat,,var,,4
nagaoka_fireworks_G_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_4\rgb_max_stat_var_th1\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.180984,0.440742,0.620381,0.093867,,stat,,var,,1
