folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000309,0.013035,0.629631,0.019765,,fourier,,,22.500000,4
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.009555,0.028765,0.524663,0.244758,,fourier,,,22.500000,8
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.955944,0.504863,0.644665,0.435611,,fourier,,,22.500000,12
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000000,0.000000,0.637998,0.000766,,fourier,,,11.250000,4
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_fourier_f112_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000034,0.583333,0.638002,0.000797,,fourier,,,11.250000,8
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_fourier_f112_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000435,0.502793,0.638000,0.001024,,fourier,,,11.250000,12
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000130,0.004826,0.628303,0.025563,,fourier,,,22.500000,4
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.002001,0.005870,0.516048,0.280814,,fourier,,,22.500000,8
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.988260,0.507910,0.649142,0.402307,,fourier,,,22.500000,12
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000029,1.000000,0.638009,0.000394,,fourier,,,11.250000,4
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_fourier_f112_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000565,0.966942,0.638196,0.000409,,fourier,,,11.250000,8
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_fourier_f112_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.002078,0.866935,0.638635,0.000692,,fourier,,,11.250000,12
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000005,0.000182,0.628401,0.027102,,fourier,,,22.500000,4
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000565,0.001718,0.519246,0.292142,,fourier,,,22.500000,8
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.995350,0.496381,0.632744,0.401639,,fourier,,,22.500000,12
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000483,1.000000,0.638173,0.001357,,fourier,,,11.250000,4
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_fourier_f112_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.008739,0.984749,0.641113,0.001479,,fourier,,,11.250000,8
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_fourier_f112_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.028550,0.966301,0.647973,0.001920,,fourier,,,11.250000,12
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.010672,0.171309,0.623173,0.053606,,fourier,,,22.500000,4
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.066043,0.182583,0.554873,0.243287,,fourier,,,22.500000,8
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.826692,0.452931,0.575799,0.444017,,fourier,,,22.500000,12
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.007037,0.169322,0.628048,0.038337,,fourier,,,11.250000,4
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_fourier_f112_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.007351,0.173038,0.627941,0.039807,,fourier,,,11.250000,8
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_fourier_f112_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.007550,0.166471,0.627047,0.041455,,fourier,,,11.250000,12
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.012484,0.121148,0.609732,0.089776,,fourier,,,22.500000,4
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.936345,0.458458,0.576571,0.450581,,fourier,,,22.500000,8
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.873381,0.567653,0.713360,0.201978,,fourier,,,22.500000,12
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.006844,0.199690,0.630546,0.032162,,fourier,,,11.250000,4
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_fourier_f112_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.007815,0.219582,0.630772,0.033400,,fourier,,,11.250000,8
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_fourier_f112_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.011213,0.275306,0.631372,0.034929,,fourier,,,11.250000,12
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000101,0.001568,0.614640,0.088028,,fourier,,,22.500000,4
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.997598,0.438706,0.537088,0.486412,,fourier,,,22.500000,8
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.987308,0.532794,0.681996,0.239935,,fourier,,,22.500000,12
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000875,0.047657,0.631986,0.031619,,fourier,,,11.250000,4
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_fourier_f112_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.014099,0.430173,0.636341,0.033358,,fourier,,,11.250000,8
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_fourier_f112_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.037115,0.648236,0.644143,0.034654,,fourier,,,11.250000,12
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000889,0.051411,0.632380,0.012614,,fourier,,,22.500000,4
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.022514,0.073619,0.543593,0.210030,,fourier,,,22.500000,8
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.914566,0.481389,0.612399,0.465372,,fourier,,,22.500000,12
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000000,0.000000,0.637809,0.000737,,fourier,,,11.250000,4
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_fourier_f112_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000024,0.035461,0.637769,0.000815,,fourier,,,11.250000,8
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_fourier_f112_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000599,0.262712,0.637606,0.001482,,fourier,,,11.250000,12
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_fourier_f225_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000957,0.026022,0.625378,0.032100,,fourier,,,22.500000,4
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_fourier_f225_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.980850,0.429189,0.520833,0.638313,,fourier,,,22.500000,8
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_fourier_f225_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.934446,0.547808,0.697041,0.301772,,fourier,,,22.500000,12
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_fourier_f112_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.000005,0.011236,0.637846,0.000311,,fourier,,,11.250000,4
