folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.630241,0.426297,0.559109,0.398995,,stat,,std,,4
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.315616,0.432093,0.602086,0.201791,,stat,,std,,8
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.202743,0.442115,0.618780,0.126505,,stat,,std,,12
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.869814,0.518720,0.660725,0.377913,,stat,,std,,4
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.513444,0.571061,0.684256,0.190733,,stat,,std,,8
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.320295,0.570779,0.666754,0.121700,,stat,,std,,12
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.995640,0.533268,0.682968,0.380098,,stat,,std,,4
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.877108,0.660651,0.792419,0.198405,,stat,,std,,8
rice_R_12,frame_00000.png,frame_00119.png,rice_R_12\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.781398,0.734625,0.818683,0.125213,,stat,,std,,12
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.639937,0.449202,0.585604,0.347041,,stat,,std,,4
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.330295,0.438218,0.604284,0.176574,,stat,,std,,8
nagaoka_fireworks_R_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_4\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.236262,0.442203,0.615641,0.121486,,stat,,std,,12
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.880834,0.494296,0.630639,0.371742,,stat,,std,,4
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.503656,0.504977,0.641592,0.193030,,stat,,std,,8
nagaoka_fireworks_R_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_8\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.337695,0.493721,0.634889,0.132611,,stat,,std,,12
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.996689,0.507161,0.648187,0.381829,,stat,,std,,4
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.930714,0.629432,0.776562,0.200842,,stat,,std,,8
nagaoka_fireworks_R_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_R_12\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.747638,0.665013,0.772312,0.136899,,stat,,std,,12
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.461234,0.408537,0.563237,0.424004,,stat,,std,,4
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.104434,0.289227,0.582898,0.191515,,stat,,std,,8
hocho_R_4,frame_00000.png,frame_00119.png,hocho_R_4\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.049885,0.264763,0.605909,0.122084,,stat,,std,,12
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.819239,0.542064,0.684025,0.425704,,stat,,std,,4
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.304253,0.552737,0.659015,0.189940,,stat,,std,,8
hocho_R_8,frame_00000.png,frame_00119.png,hocho_R_8\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.071543,0.354513,0.616742,0.119299,,stat,,std,,12
hocho_R_12,frame_00000.png,frame_00119.png,hocho_R_12\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.920018,0.542385,0.690051,0.438879,,stat,,std,,4
hocho_R_12,frame_00000.png,frame_00119.png,hocho_R_12\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.755859,0.725375,0.808028,0.194473,,stat,,std,,8
hocho_R_12,frame_00000.png,frame_00119.png,hocho_R_12\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.632561,0.818178,0.816099,0.119025,,stat,,std,,12
ex_R_4,frame_00000.png,frame_00119.png,ex_R_4\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.897746,0.434666,0.540302,0.580135,,stat,,std,,4
ex_R_4,frame_00000.png,frame_00119.png,ex_R_4\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.535242,0.461438,0.605614,0.309674,,stat,,std,,8
ex_R_4,frame_00000.png,frame_00119.png,ex_R_4\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.297936,0.468753,0.623620,0.178537,,stat,,std,,12
ex_R_8,frame_00000.png,frame_00119.png,ex_R_8\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.945693,0.473859,0.600226,0.486460,,stat,,std,,4
ex_R_8,frame_00000.png,frame_00119.png,ex_R_8\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.825909,0.586440,0.726136,0.266409,,stat,,std,,8
ex_R_8,frame_00000.png,frame_00119.png,ex_R_8\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.542057,0.633169,0.720539,0.149088,,stat,,std,,12
ex_R_12,frame_00000.png,frame_00119.png,ex_R_12\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.964973,0.467150,0.588869,0.487567,,stat,,std,,4
ex_R_12,frame_00000.png,frame_00119.png,ex_R_12\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.950391,0.597649,0.750423,0.271441,,stat,,std,,8
ex_R_12,frame_00000.png,frame_00119.png,ex_R_12\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.921811,0.718086,0.840689,0.154137,,stat,,std,,12
rice_G_4,frame_00000.png,frame_00119.png,rice_G_4\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.622904,0.416650,0.547780,0.410806,,stat,,std,,4
rice_G_4,frame_00000.png,frame_00119.png,rice_G_4\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.346288,0.440013,0.603818,0.212011,,stat,,std,,8
rice_G_4,frame_00000.png,frame_00119.png,rice_G_4\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.234029,0.453630,0.620678,0.136892,,stat,,std,,12
rice_G_8,frame_00000.png,frame_00119.png,rice_G_8\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.842501,0.493074,0.629430,0.400946,,stat,,std,,4
rice_G_8,frame_00000.png,frame_00119.png,rice_G_8\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.527823,0.545578,0.669923,0.206314,,stat,,std,,8
rice_G_8,frame_00000.png,frame_00119.png,rice_G_8\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.398580,0.587345,0.680912,0.132566,,stat,,std,,12
rice_G_12,frame_00000.png,frame_00119.png,rice_G_12\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.995872,0.521624,0.667888,0.400720,,stat,,std,,4
rice_G_12,frame_00000.png,frame_00119.png,rice_G_12\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.960932,0.662358,0.808533,0.211041,,stat,,std,,8
rice_G_12,frame_00000.png,frame_00119.png,rice_G_12\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.936244,0.743750,0.860149,0.135731,,stat,,std,,12
nagaoka_fireworks_G_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_4\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.723930,0.454697,0.585778,0.372249,,stat,,std,,4
nagaoka_fireworks_G_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_4\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.369691,0.434663,0.597765,0.195534,,stat,,std,,8
nagaoka_fireworks_G_4,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_4\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.254924,0.434693,0.610270,0.133191,,stat,,std,,12
nagaoka_fireworks_G_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_8\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.820374,0.478813,0.611716,0.368879,,stat,,std,,4
nagaoka_fireworks_G_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_8\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.640087,0.565046,0.691346,0.191503,,stat,,std,,8
nagaoka_fireworks_G_8,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_8\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.375965,0.524737,0.650830,0.131483,,stat,,std,,12
nagaoka_fireworks_G_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_12\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.966616,0.497170,0.634014,0.383588,,stat,,std,,4
nagaoka_fireworks_G_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_12\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.867383,0.602268,0.744634,0.205619,,stat,,std,,8
nagaoka_fireworks_G_12,frame_00000.png,frame_00119.png,nagaoka_fireworks_G_12\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.789451,0.662964,0.778495,0.141520,,stat,,std,,12
hocho_G_4,frame_00000.png,frame_00119.png,hocho_G_4\rgb_max_stat_std_th4\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.398246,0.380055,0.547001,0.417760,,stat,,std,,4
hocho_G_4,frame_00000.png,frame_00119.png,hocho_G_4\rgb_max_stat_std_th8\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.111253,0.313221,0.589966,0.186029,,stat,,std,,8
hocho_G_4,frame_00000.png,frame_00119.png,hocho_G_4\rgb_max_stat_std_th12\00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.051301,0.289076,0.610898,0.114684,,stat,,std,,12
