folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold,task_key
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.014208,0.100224,0.613088,0.082507,,lockin,,,7.483080,4,lockin:lockin::None:7.483080338975164:4:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4/rgb_max_lockin_f150_ps8_th8/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.690028,0.400199,0.532876,0.601069,,lockin,,,7.483080,8,lockin:lockin::None:7.483080338975164:8:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.308940,0.420000,0.611578,0.272877,,lockin,,,7.483080,12,lockin:lockin::None:7.483080338975164:12:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.014329,0.098464,0.611865,0.085655,,lockin,,,9.966161,4,lockin:lockin::None:9.966160677950327:4:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4/rgb_max_lockin_f150_ps8_th8/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.725497,0.407473,0.537975,0.597895,,lockin,,,9.966161,8,lockin:lockin::None:9.966160677950327:8:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.342950,0.430154,0.613774,0.280709,,lockin,,,9.966161,12,lockin:lockin::None:9.966160677950327:12:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.762009,0.544602,0.695855,0.333179,,lockin,,,14.966161,4,lockin:lockin::None:14.966160677950327:4:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4/rgb_max_lockin_f150_ps8_th8/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.349162,0.784460,0.740480,0.052599,,lockin,,,14.966161,8,lockin:lockin::None:14.966160677950327:8:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.143807,0.856667,0.694093,0.012198,,lockin,,,14.966161,12,lockin:lockin::None:14.966160677950327:12:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.016438,0.098492,0.605902,0.093848,,lockin,,,22.500000,4,lockin:lockin::None:22.5:4:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4/rgb_max_lockin_f150_ps8_th8/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.730104,0.407910,0.537915,0.601365,,lockin,,,22.500000,8,lockin:lockin::None:22.5:8:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.375283,0.414802,0.598904,0.318262,,lockin,,,22.500000,12,lockin:lockin::None:22.5:12:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.000000,0.000000,0.640390,0.042853,,lockin,,,7.483080,4,lockin:lockin::None:7.483080338975164:4:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.008368,0.020789,0.518417,0.223122,,lockin,,,7.483080,8,lockin:lockin::None:7.483080338975164:8:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8/rgb_max_lockin_f150_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.882097,0.477490,0.623576,0.487644,,lockin,,,7.483080,12,lockin:lockin::None:7.483080338975164:12:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.000045,0.000880,0.634614,0.056766,,lockin,,,9.966161,4,lockin:lockin::None:9.966160677950327:4:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.981301,0.413037,0.508876,0.723795,,lockin,,,9.966161,8,lockin:lockin::None:9.966160677950327:8:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8/rgb_max_lockin_f150_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.813932,0.494532,0.646224,0.424671,,lockin,,,9.966161,12,lockin:lockin::None:9.966160677950327:12:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.993586,0.542251,0.706288,0.376071,,lockin,,,14.966161,4,lockin:lockin::None:14.966160677950327:4:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.954134,0.761535,0.880230,0.091752,,lockin,,,14.966161,8,lockin:lockin::None:14.966160677950327:8:8:binary:0
