folder,pass,adopted,decode_success,decode_note,decode_variant,diff_mode,repr_mode,window_n,stat_kind,fft_target_hz,diff_threshold,phase_steps,n_maps,pixel_acc_all,pixel_acc_ok,pixel_acc_best,best_pair_frame_1,best_pair_frame_2,video,display_rate,exposure,fluorescent,camera_fps,rate_hz,exposure_denom,fluorescent_flag,cond,image,channel,token,intensity,decode_decoded_text,decode_method,decode_frame_1,decode_frame_2,note,analysis_frames,extract_sec
rice_R_4,pair,1,0,QR未検出,,pair,binary,,,,12,,20,0.652258,,0.652956,frame_00110.png,frame_00111.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,0,rice,R,R,4,,,frame_00118.png,frame_00119.png,,120,2.001129
rice_R_4,pair,0,0,QR未検出,,pair,binary,,,,8,,20,0.651934,,0.652421,frame_00112.png,frame_00113.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,0,rice,R,R,4,,,frame_00114.png,frame_00115.png,,120,2.001129
rice_R_4,pair,0,0,QR未検出,,pair,binary,,,,4,,20,0.647511,,0.653031,frame_00004.png,frame_00005.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,0,rice,R,R,4,,,frame_00117.png,frame_00118.png,,120,2.001129
rice_R_8,pair,1,0,QR未検出,,pair,binary,,,,4,,20,0.661079,,0.669813,frame_00114.png,frame_00115.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,1,rice,R,R,8,,,frame_00117.png,frame_00118.png,,120,2.001129
rice_R_8,pair,0,0,QR未検出,,pair,binary,,,,12,,20,0.652376,,0.652696,frame_00118.png,frame_00119.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,1,rice,R,R,8,,,frame_00117.png,frame_00118.png,,120,2.001129
rice_R_8,pair,0,0,QR未検出,,pair,binary,,,,8,,20,0.652200,,0.652860,frame_00111.png,frame_00112.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,1,rice,R,R,8,,,frame_00118.png,frame_00119.png,,120,2.001129
rice_R_12,pair,1,0,QR未検出,,pair,binary,,,,4,,20,0.850330,,0.877210,frame_00009.png,frame_00010.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,2,rice,R,R,12,,,frame_00116.png,frame_00117.png,,120,2.001129
rice_R_12,pair,0,0,QR未検出,,pair,binary,,,,8,,20,0.767371,,0.805682,frame_00001.png,frame_00002.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,2,rice,R,R,12,,,frame_00114.png,frame_00115.png,,120,2.001129
rice_R_12,pair,0,0,QR未検出,,pair,binary,,,,12,,20,0.687679,,0.707233,frame_00113.png,frame_00114.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,2,rice,R,R,12,,,frame_00118.png,frame_00119.png,,120,2.001129
nagaoka_fireworks_R_4,pair,1,0,QR未検出,,pair,binary,,,,12,,20,0.651737,,0.652619,frame_00117.png,frame_00118.png,r90_e60_f0.mp4,90 Hz,1/60,蛍光灯なし,59.966 fps,90,60,0,3,nagaoka_fireworks,R,R,4,,,frame_00116.png,frame_00117.png,,120,2.001129
