folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note
rice_B_4,frame_00000.png,frame_00001.png,rice_B_4\rgb_max_diff_maps_th8\00000-00001-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.172062,0.848863,0.686856,0.017014,
rice_B_4,frame_00002.png,frame_00003.png,rice_B_4\rgb_max_diff_maps_th8\00002-00003-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.023564,0.520615,0.635955,0.015802,
rice_B_4,frame_00001.png,frame_00002.png,rice_B_4\rgb_max_diff_maps_th8\00001-00002-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.092807,0.761504,0.658522,0.017396,
rice_B_4,frame_00003.png,frame_00004.png,rice_B_4\rgb_max_diff_maps_th8\00003-00004-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.145068,0.812270,0.675956,0.018030,
rice_B_4,frame_00004.png,frame_00005.png,rice_B_4\rgb_max_diff_maps_th8\00004-00005-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.147730,0.793032,0.675093,0.021545,
rice_B_4,frame_00005.png,frame_00006.png,rice_B_4\rgb_max_diff_maps_th8\00005-00006-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.098938,0.748494,0.659234,0.017994,
rice_B_4,frame_00006.png,frame_00007.png,rice_B_4\rgb_max_diff_maps_th8\00006-00007-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.028452,0.521132,0.636116,0.016661,
rice_B_4,frame_00007.png,frame_00008.png,rice_B_4\rgb_max_diff_maps_th8\00007-00008-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.149649,0.822523,0.678078,0.018243,
rice_B_4,frame_00008.png,frame_00009.png,rice_B_4\rgb_max_diff_maps_th8\00008-00009-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.167490,0.838191,0.684569,0.018377,
rice_B_4,frame_00010.png,frame_00011.png,rice_B_4\rgb_max_diff_maps_th8\00010-00011-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.022139,0.462471,0.633964,0.016862,
rice_B_4,frame_00009.png,frame_00010.png,rice_B_4\rgb_max_diff_maps_th8\00009-00010-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.093167,0.755887,0.658280,0.017274,
rice_B_4,frame_00011.png,frame_00012.png,rice_B_4\rgb_max_diff_maps_th8\00011-00012-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.137368,0.804038,0.673165,0.018465,
rice_B_4,frame_00012.png,frame_00013.png,rice_B_4\rgb_max_diff_maps_th8\00012-00013-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.156711,0.806732,0.678738,0.020109,
rice_B_4,frame_00014.png,frame_00015.png,rice_B_4\rgb_max_diff_maps_th8\00014-00015-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.026303,0.498319,0.635209,0.016709,
rice_B_4,frame_00013.png,frame_00014.png,rice_B_4\rgb_max_diff_maps_th8\00013-00014-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.085506,0.737748,0.655374,0.018228,
rice_B_4,frame_00015.png,frame_00016.png,rice_B_4\rgb_max_diff_maps_th8\00015-00016-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.161110,0.841725,0.682986,0.017726,
rice_B_4,frame_00017.png,frame_00018.png,rice_B_4\rgb_max_diff_maps_th8\00017-00018-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.104685,0.755583,0.661104,0.019777,
rice_B_4,frame_00016.png,frame_00017.png,rice_B_4\rgb_max_diff_maps_th8\00016-00017-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.192632,0.811278,0.689188,0.023380,
rice_B_4,frame_00018.png,frame_00019.png,rice_B_4\rgb_max_diff_maps_th8\00018-00019-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.026466,0.519394,0.635995,0.015243,
rice_B_4,frame_00019.png,frame_00020.png,rice_B_4\rgb_max_diff_maps_th8\00019-00020-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.306130,0.609925,0.675520,0.093184,
rice_B_4,frame_00020.png,frame_00021.png,rice_B_4\rgb_max_diff_maps_th8\00020-00021-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.243824,0.832204,0.706272,0.026273,
rice_B_4,frame_00022.png,frame_00023.png,rice_B_4\rgb_max_diff_maps_th8\00022-00023-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.021909,0.493410,0.635061,0.015614,
rice_B_4,frame_00021.png,frame_00022.png,rice_B_4\rgb_max_diff_maps_th8\00021-00022-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.085789,0.672900,0.651354,0.021907,
rice_B_4,frame_00023.png,frame_00024.png,rice_B_4\rgb_max_diff_maps_th8\00023-00024-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.173717,0.833168,0.685946,0.018151,
rice_B_4,frame_00025.png,frame_00026.png,rice_B_4\rgb_max_diff_maps_th8\00025-00026-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.101778,0.777998,0.661803,0.017162,
rice_B_4,frame_00024.png,frame_00025.png,rice_B_4\rgb_max_diff_maps_th8\00024-00025-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.174614,0.847908,0.687537,0.017168,
rice_B_4,frame_00026.png,frame_00027.png,rice_B_4\rgb_max_diff_maps_th8\00026-00027-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.028021,0.499701,0.635262,0.016683,
rice_B_4,frame_00027.png,frame_00028.png,rice_B_4\rgb_max_diff_maps_th8\00027-00028-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.142156,0.791078,0.673429,0.019414,
rice_B_4,frame_00029.png,frame_00030.png,rice_B_4\rgb_max_diff_maps_th8\00029-00030-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.084791,0.749894,0.655885,0.016768,
rice_B_4,frame_00028.png,frame_00029.png,rice_B_4\rgb_max_diff_maps_th8\00028-00029-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.154413,0.827476,0.679850,0.017287,
rice_B_4,frame_00030.png,frame_00031.png,rice_B_4\rgb_max_diff_maps_th8\00030-00031-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.022638,0.461787,0.633908,0.016647,
