folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold,task_key
rice_R_4,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.601058,0.596258,0.718907,0.308020,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_4,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.646077,0.569616,0.706300,0.353871,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:11
rice_R_4,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.616018,0.602510,0.724331,0.312001,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_4,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.622770,0.580132,0.711226,0.318679,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:6
rice_R_4,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.649895,0.563391,0.702229,0.360121,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_4,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.628935,0.601613,0.725321,0.311781,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_4,frame_00000.png,frame_00004.png,,,,0,decode失敗,QR未検出,0.620071,0.592807,0.718936,0.312482,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:0
rice_R_4,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.604595,0.591271,0.716322,0.313399,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_4,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.612411,0.572263,0.705165,0.325956,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_4,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.613590,0.583209,0.712288,0.318420,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
rice_R_4,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.563565,0.614967,0.724714,0.275647,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_4,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.622258,0.602027,0.724782,0.311516,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_4,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.593193,0.585037,0.711366,0.312942,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_4,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.626181,0.596406,0.721827,0.316226,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:2
rice_R_4,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.600161,0.593344,0.717082,0.308526,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_4,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.683480,0.547351,0.692466,0.379795,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_4,frame_00105.png,frame_00109.png,,,,0,decode失敗,QR未検出,0.592696,0.598891,0.719489,0.309163,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:21
rice_R_4,frame_00090.png,frame_00094.png,,,,0,decode失敗,QR未検出,0.566419,0.598167,0.716063,0.273776,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:18
rice_R_4,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.580812,0.589191,0.712552,0.313460,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:17
rice_R_4,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.612812,0.559613,0.696758,0.333800,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:16
rice_R_4,frame_00095.png,frame_00099.png,,,,0,decode失敗,QR未検出,0.592806,0.578848,0.707548,0.314133,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:19
rice_R_4,frame_00110.png,frame_00114.png,,,,0,decode失敗,QR未検出,0.582974,0.588939,0.712632,0.317414,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:22
rice_R_4,frame_00115.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.602699,0.586596,0.713285,0.319680,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:23
rice_R_4,frame_00100.png,frame_00104.png,rice_R_4/rgb_max_accum_n5_gray/00100-00104-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.569810,0.615066,0.725580,0.277182,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:20
rice_R_8,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.520578,0.799710,0.787313,0.068576,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_8,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.536791,0.780231,0.785707,0.085188,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_8,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.533962,0.791982,0.788540,0.075201,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:2
rice_R_8,frame_00000.png,frame_00004.png,rice_R_8/rgb_max_accum_n5_gray/00000-00004-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.558628,0.776402,0.789947,0.089215,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:0
rice_R_8,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.565797,0.750471,0.782945,0.106838,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_8,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.557680,0.769776,0.787555,0.090562,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:6
rice_R_8,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.568320,0.744837,0.781534,0.108648,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
rice_R_8,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.554068,0.775787,0.788617,0.086318,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_8,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.552162,0.770698,0.786505,0.096583,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_8,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.545520,0.761897,0.782026,0.095607,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:11
rice_R_8,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.552513,0.766503,0.785223,0.094935,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_8,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.522564,0.782436,0.782801,0.080922,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_8,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.541652,0.777847,0.786183,0.088007,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_8,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.606913,0.736066,0.786997,0.126543,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_8,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.553346,0.760486,0.783433,0.094326,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_8,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.555769,0.776445,0.789250,0.087917,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_8,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.546338,0.748101,0.777610,0.102207,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:17
rice_R_8,frame_00100.png,frame_00104.png,,,,0,decode失敗,QR未検出,0.562702,0.735665,0.776961,0.116358,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:20
rice_R_8,frame_00090.png,frame_00094.png,,,,0,decode失敗,QR未検出,0.569560,0.742711,0.781055,0.112209,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:18
rice_R_8,frame_00105.png,frame_00109.png,,,,0,decode失敗,QR未検出,0.566113,0.743504,0.780553,0.114324,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:21
rice_R_8,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.553542,0.740627,0.776672,0.110595,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:16
rice_R_8,frame_00110.png,frame_00114.png,,,,0,decode失敗,QR未検出,0.564709,0.741820,0.779631,0.115053,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:22
rice_R_8,frame_00095.png,frame_00099.png,,,,0,decode失敗,QR未検出,0.560806,0.746812,0.780506,0.104536,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:19
rice_R_8,frame_00115.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.550763,0.753269,0.780395,0.102674,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:23
rice_R_12,frame_00050.png,frame_00054.png,,,,0,decode失敗,QR未検出,0.561317,0.970182,0.840979,0.003299,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:10
rice_R_12,frame_00015.png,frame_00019.png,,,,0,decode失敗,QR未検出,0.570633,0.971682,0.844445,0.003180,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:3
rice_R_12,frame_00045.png,frame_00049.png,,,,0,decode失敗,QR未検出,0.561157,0.971252,0.841147,0.003176,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:9
rice_R_12,frame_00035.png,frame_00039.png,,,,0,decode失敗,QR未検出,0.556667,0.972294,0.839842,0.003074,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:7
rice_R_12,frame_00075.png,frame_00079.png,,,,0,decode失敗,QR未検出,0.548726,0.972302,0.837153,0.003044,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:15
rice_R_12,frame_00065.png,frame_00069.png,,,,0,decode失敗,QR未検出,0.551836,0.971260,0.837994,0.003145,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:13
rice_R_12,frame_00070.png,frame_00074.png,,,,0,decode失敗,QR未検出,0.557725,0.971767,0.840092,0.003143,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:14
rice_R_12,frame_00005.png,frame_00009.png,,,,0,decode失敗,QR未検出,0.572670,0.971896,0.845180,0.003166,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:1
rice_R_12,frame_00040.png,frame_00044.png,,,,0,decode失敗,QR未検出,0.560309,0.973402,0.841305,0.002949,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:8
rice_R_12,frame_00060.png,frame_00064.png,,,,0,decode失敗,QR未検出,0.560615,0.970508,0.840810,0.003258,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:12
rice_R_12,frame_00030.png,frame_00034.png,,,,0,decode失敗,QR未検出,0.561899,0.972968,0.841755,0.003024,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:6
rice_R_12,frame_00055.png,frame_00059.png,,,,0,decode失敗,QR未検出,0.557655,0.973253,0.840374,0.002938,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:11
rice_R_12,frame_00000.png,frame_00004.png,rice_R_12/rgb_max_accum_n5_gray/00000-00004-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.575248,0.972142,0.846106,0.003160,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:0
rice_R_12,frame_00020.png,frame_00024.png,,,,0,decode失敗,QR未検出,0.568912,0.972391,0.844012,0.003096,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:4
rice_R_12,frame_00025.png,frame_00029.png,,,,0,decode失敗,QR未検出,0.559326,0.973407,0.840972,0.002974,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:5
rice_R_12,frame_00010.png,frame_00014.png,,,,0,decode失敗,QR未検出,0.566399,0.973537,0.843399,0.002944,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:2
rice_R_12,frame_00090.png,frame_00094.png,,,,0,decode失敗,QR未検出,0.551209,0.971392,0.837809,0.003104,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:18
rice_R_12,frame_00085.png,frame_00089.png,,,,0,decode失敗,QR未検出,0.546935,0.971053,0.836294,0.003118,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:17
rice_R_12,frame_00080.png,frame_00084.png,,,,0,decode失敗,QR未検出,0.550918,0.972435,0.837923,0.002986,,accum,5,,,0,accum_num:accum::5:None:0:None:gray:16
