video,status,elapsed_sec,note,phone_copied_total
r90_e60_f1.mp4,OK,8161.9,,299
r90_e250_f1.mp4,OK,8083.6,,316
r120_e60_f1.mp4,OK,7988.3,,237
r120_e250_f1.mp4,OK,6710.3,,259
r180_e60_f1.mp4,OK,8183.5,,286
r180_e250_f1.mp4,OK,7007.2,,262
