video,rate_hz,exp,fluoro,fps,cond,folder,image,channel,token,intensity,start_frame,end_frame,window_end_frame,analysis_frames,extract_sec,saved_frames,max_frames,note,decode_folder,decode_frame_1,decode_frame_2,decode_diff_image,decode_analysis_image,decode_decoded_text,decode_success,decode_method,decode_note,decode_recall,decode_precision,decode_accuracy,decode_noise,decode_gt_note
r180_e250_f1.mp4,180,250,1,59.960755,17,nagaoka_fireworks_G_12,nagaoka_fireworks,G,G,12,7402,7522,7522,120,2.001309,120,120,,nagaoka_fireworks_G_12,frame_00178.png,frame_00179.png,nagaoka_fireworks_G_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,18,hocho_G_4,hocho,G,G,4,7762,7882,7882,120,2.001309,120,120,,hocho_G_4,frame_00178.png,frame_00179.png,hocho_G_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,19,hocho_G_8,hocho,G,G,8,8122,8242,8242,120,2.001309,120,120,,hocho_G_8,frame_00178.png,frame_00179.png,hocho_G_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,20,hocho_G_12,hocho,G,G,12,8482,8602,8602,120,2.001309,120,120,,hocho_G_12,frame_00178.png,frame_00179.png,hocho_G_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,21,ex_G_4,ex,G,G,4,8842,8962,8962,120,2.001309,120,120,,ex_G_4,frame_00178.png,frame_00179.png,ex_G_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,22,ex_G_8,ex,G,G,8,9202,9322,9322,120,2.001309,120,120,,ex_G_8,frame_00178.png,frame_00179.png,ex_G_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,23,ex_G_12,ex,G,G,12,9562,9682,9682,120,2.001309,120,120,,ex_G_12,frame_00178.png,frame_00179.png,ex_G_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,24,rice_B_4,rice,B,B,4,9922,10042,10042,120,2.001309,120,120,,rice_B_4,frame_00178.png,frame_00179.png,rice_B_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,25,rice_B_8,rice,B,B,8,10282,10402,10402,120,2.001309,120,120,,rice_B_8,frame_00178.png,frame_00179.png,rice_B_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,26,rice_B_12,rice,B,B,12,10642,10762,10762,120,2.001309,120,120,,rice_B_12,frame_00178.png,frame_00179.png,rice_B_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,27,nagaoka_fireworks_B_4,nagaoka_fireworks,B,B,4,11002,11122,11122,120,2.001309,120,120,,nagaoka_fireworks_B_4,frame_00178.png,frame_00179.png,nagaoka_fireworks_B_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,28,nagaoka_fireworks_B_8,nagaoka_fireworks,B,B,8,11362,11482,11482,120,2.001309,120,120,,nagaoka_fireworks_B_8,frame_00178.png,frame_00179.png,nagaoka_fireworks_B_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,29,nagaoka_fireworks_B_12,nagaoka_fireworks,B,B,12,11722,11842,11842,120,2.001309,120,120,,nagaoka_fireworks_B_12,frame_00178.png,frame_00179.png,nagaoka_fireworks_B_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,30,hocho_B_4,hocho,B,B,4,12082,12202,12202,120,2.001309,120,120,,hocho_B_4,frame_00178.png,frame_00179.png,hocho_B_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,31,hocho_B_8,hocho,B,B,8,12442,12562,12562,120,2.001309,120,120,,hocho_B_8,frame_00178.png,frame_00179.png,hocho_B_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,32,hocho_B_12,hocho,B,B,12,12802,12922,12922,120,2.001309,120,120,,hocho_B_12,frame_00178.png,frame_00179.png,hocho_B_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,33,ex_B_4,ex,B,B,4,13162,13282,13282,120,2.001309,120,120,,ex_B_4,frame_00178.png,frame_00179.png,ex_B_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,34,ex_B_8,ex,B,B,8,13522,13642,13642,120,2.001309,120,120,,ex_B_8,frame_00178.png,frame_00179.png,ex_B_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,35,ex_B_12,ex,B,B,12,13882,14002,14002,120,2.001309,120,120,,ex_B_12,frame_00178.png,frame_00179.png,ex_B_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,36,rice_I_4,rice,min,I,4,14242,14362,14362,120,2.001309,120,120,,rice_I_4,frame_00178.png,frame_00179.png,rice_I_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,37,rice_I_8,rice,min,I,8,14602,14722,14722,120,2.001309,120,120,,rice_I_8,frame_00178.png,frame_00179.png,rice_I_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,38,rice_I_12,rice,min,I,12,14962,15082,15082,120,2.001309,120,120,,rice_I_12,frame_00178.png,frame_00179.png,rice_I_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,39,nagaoka_fireworks_I_4,nagaoka_fireworks,min,I,4,15322,15442,15442,120,2.001309,120,120,,nagaoka_fireworks_I_4,frame_00178.png,frame_00179.png,nagaoka_fireworks_I_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,40,nagaoka_fireworks_I_8,nagaoka_fireworks,min,I,8,15682,15802,15802,120,2.001309,120,120,,nagaoka_fireworks_I_8,frame_00178.png,frame_00179.png,nagaoka_fireworks_I_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,41,nagaoka_fireworks_I_12,nagaoka_fireworks,min,I,12,16042,16162,16162,120,2.001309,120,120,,nagaoka_fireworks_I_12,frame_00178.png,frame_00179.png,nagaoka_fireworks_I_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,42,hocho_I_4,hocho,min,I,4,16402,16522,16522,120,2.001309,120,120,,hocho_I_4,frame_00178.png,frame_00179.png,hocho_I_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,43,hocho_I_8,hocho,min,I,8,16762,16882,16882,120,2.001309,120,120,,hocho_I_8,frame_00178.png,frame_00179.png,hocho_I_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,44,hocho_I_12,hocho,min,I,12,17122,17242,17242,120,2.001309,120,120,,hocho_I_12,frame_00178.png,frame_00179.png,hocho_I_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,45,ex_I_4,ex,min,I,4,17482,17602,17602,120,2.001309,120,120,,ex_I_4,frame_00178.png,frame_00179.png,ex_I_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,46,ex_I_8,ex,min,I,8,17842,17962,17962,120,2.001309,120,120,,ex_I_8,frame_00178.png,frame_00179.png,ex_I_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,47,ex_I_12,ex,min,I,12,18202,18322,18322,120,2.001309,120,120,,ex_I_12,frame_00178.png,frame_00179.png,ex_I_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,48,rice_X_4,rice,max,X,4,18562,18682,18682,120,2.001309,120,120,,rice_X_4,frame_00178.png,frame_00179.png,rice_X_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,49,rice_X_8,rice,max,X,8,18922,19042,19042,120,2.001309,120,120,,rice_X_8,frame_00178.png,frame_00179.png,rice_X_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,50,rice_X_12,rice,max,X,12,19282,19402,19402,120,2.001309,120,120,,rice_X_12,frame_00178.png,frame_00179.png,rice_X_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,51,nagaoka_fireworks_X_4,nagaoka_fireworks,max,X,4,19642,19762,19762,120,2.001309,120,120,,nagaoka_fireworks_X_4,frame_00178.png,frame_00179.png,nagaoka_fireworks_X_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,52,nagaoka_fireworks_X_8,nagaoka_fireworks,max,X,8,20002,20122,20122,120,2.001309,120,120,,nagaoka_fireworks_X_8,frame_00178.png,frame_00179.png,nagaoka_fireworks_X_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,53,nagaoka_fireworks_X_12,nagaoka_fireworks,max,X,12,20362,20482,20482,120,2.001309,120,120,,nagaoka_fireworks_X_12,frame_00178.png,frame_00179.png,nagaoka_fireworks_X_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,54,hocho_X_4,hocho,max,X,4,20722,20842,20842,120,2.001309,120,120,,hocho_X_4,frame_00178.png,frame_00179.png,hocho_X_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,55,hocho_X_8,hocho,max,X,8,21082,21202,21202,120,2.001309,120,120,,hocho_X_8,frame_00178.png,frame_00179.png,hocho_X_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,56,hocho_X_12,hocho,max,X,12,21442,21562,21562,120,2.001309,120,120,,hocho_X_12,frame_00178.png,frame_00179.png,hocho_X_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,57,ex_X_4,ex,max,X,4,21802,21922,21922,120,2.001309,120,120,,ex_X_4,frame_00178.png,frame_00179.png,ex_X_4\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,58,ex_X_8,ex,max,X,8,22162,22282,22282,120,2.001309,120,120,,ex_X_8,frame_00178.png,frame_00179.png,ex_X_8\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
r180_e250_f1.mp4,180,250,1,59.960755,59,ex_X_12,ex,max,X,12,22522,22642,22642,120,2.001309,120,120,,ex_X_12,frame_00178.png,frame_00179.png,ex_X_12\rgb_max_diff_maps\00178-00179-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
