folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note
ex_X_12,frame_00000.png,frame_00001.png,ex_X_12\rgb_max_diff_maps\00000-00001-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00001.png,frame_00002.png,ex_X_12\rgb_max_diff_maps\00001-00002-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00002.png,frame_00003.png,ex_X_12\rgb_max_diff_maps\00002-00003-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00003.png,frame_00004.png,ex_X_12\rgb_max_diff_maps\00003-00004-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00004.png,frame_00005.png,ex_X_12\rgb_max_diff_maps\00004-00005-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00005.png,frame_00006.png,ex_X_12\rgb_max_diff_maps\00005-00006-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00006.png,frame_00007.png,ex_X_12\rgb_max_diff_maps\00006-00007-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00007.png,frame_00008.png,ex_X_12\rgb_max_diff_maps\00007-00008-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00008.png,frame_00009.png,ex_X_12\rgb_max_diff_maps\00008-00009-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00009.png,frame_00010.png,ex_X_12\rgb_max_diff_maps\00009-00010-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00010.png,frame_00011.png,ex_X_12\rgb_max_diff_maps\00010-00011-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00011.png,frame_00012.png,ex_X_12\rgb_max_diff_maps\00011-00012-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00012.png,frame_00013.png,ex_X_12\rgb_max_diff_maps\00012-00013-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00013.png,frame_00014.png,ex_X_12\rgb_max_diff_maps\00013-00014-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00014.png,frame_00015.png,ex_X_12\rgb_max_diff_maps\00014-00015-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00015.png,frame_00016.png,ex_X_12\rgb_max_diff_maps\00015-00016-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00016.png,frame_00017.png,ex_X_12\rgb_max_diff_maps\00016-00017-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00017.png,frame_00018.png,ex_X_12\rgb_max_diff_maps\00017-00018-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00018.png,frame_00019.png,ex_X_12\rgb_max_diff_maps\00018-00019-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00019.png,frame_00020.png,ex_X_12\rgb_max_diff_maps\00019-00020-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00020.png,frame_00021.png,ex_X_12\rgb_max_diff_maps\00020-00021-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
ex_X_12,frame_00021.png,frame_00022.png,ex_X_12\rgb_max_diff_maps\00021-00022-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,,,,,正解画像なし
