folder,frame_1,frame_2,diff_image,analysis_image,decoded_text,success,method,note,recall,precision,accuracy,noise,gt_note,diff_mode,window_n,stat_kind,fft_target_hz,diff_threshold,task_key
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.009737,0.101800,0.622699,0.037546,,lockin,,,10.003096,4,lockin:lockin::None:10.003095593592192:4:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.157577,0.223462,0.512669,0.224277,,lockin,,,10.003096,8,lockin:lockin::None:10.003095593592192:8:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4/rgb_max_lockin_f300_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.598654,0.456376,0.609279,0.504209,,lockin,,,10.003096,12,lockin:lockin::None:10.003095593592192:12:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.072498,0.186148,0.563695,0.140038,,lockin,,,15.000000,4,lockin:lockin::None:15.0:4:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.557002,0.463245,0.618416,0.468646,,lockin,,,15.000000,8,lockin:lockin::None:15.0:8:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4/rgb_max_lockin_f300_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.221990,0.504737,0.650865,0.204247,,lockin,,,15.000000,12,lockin:lockin::None:15.0:12:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.915959,0.419098,0.525423,0.723847,,lockin,,,30.000000,4,lockin:lockin::None:30.0:4:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.698729,0.566090,0.706605,0.319111,,lockin,,,30.000000,8,lockin:lockin::None:30.0:8:8:binary:0
rice_R_4,frame_00000.png,frame_00119.png,rice_R_4/rgb_max_lockin_f300_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.558739,0.669996,0.748810,0.139451,,lockin,,,30.000000,12,lockin:lockin::None:30.0:12:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.007017,0.076915,0.622340,0.046741,,lockin,,,10.003096,4,lockin:lockin::None:10.003095593592192:4:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.855174,0.408161,0.514482,0.723575,,lockin,,,10.003096,8,lockin:lockin::None:10.003095593592192:8:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8/rgb_max_lockin_f300_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.591981,0.477329,0.629689,0.445773,,lockin,,,10.003096,12,lockin:lockin::None:10.003095593592192:12:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.009527,0.065220,0.604872,0.068111,,lockin,,,15.000000,4,lockin:lockin::None:15.0:4:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.810882,0.428432,0.554425,0.663340,,lockin,,,15.000000,8,lockin:lockin::None:15.0:8:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8/rgb_max_lockin_f300_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.531231,0.496880,0.647065,0.381123,,lockin,,,15.000000,12,lockin:lockin::None:15.0:12:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.803132,0.638246,0.771384,0.167950,,lockin,,,30.000000,4,lockin:lockin::None:30.0:4:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.697212,0.745389,0.810348,0.052438,,lockin,,,30.000000,8,lockin:lockin::None:30.0:8:8:binary:0
rice_R_8,frame_00000.png,frame_00119.png,rice_R_8/rgb_max_lockin_f300_ps8_th12/00000-00119-FRAME_rgbmax_scale1.00.png,,,0,decode失敗,QR未検出,0.634047,0.804999,0.817850,0.030259,,lockin,,,30.000000,12,lockin:lockin::None:30.0:12:8:binary:0
rice_R_12,frame_00000.png,frame_00119.png,,,,0,decode失敗,QR未検出,0.022572,0.091459,0.578704,0.110685,,lockin,,,10.003096,4,lockin:lockin::None:10.003095593592192:4:8:binary:0
